Caller,Callee,CallTime,Duration,IMEI,IMSI,CellTowerID,FraudType
+919162425423,+917137310137,2023-11-10 08:03:57,260,584834538801395,486913447696241,TWR-4714,None
+919413691946,+917962483440,2023-07-08 21:15:11,1056,483171185127390,449996790384319,TWR-1764,SIM Swap
+918148866092,+917649306170,2023-11-28 10:20:25,2826,680275309020421,494221292975925,TWR-2706,SIM Swap
+917216561008,+918880451388,2023-11-07 07:05:51,1872,224896599983510,414903427681611,TWR-2669,SIM Swap
+917180257367,+919178861531,2023-02-10 22:30:09,684,232923353388687,428908870258008,TWR-6925,None
+918254658686,+918896304975,2023-10-23 22:01:32,2072,924781890293105,413975267351623,TWR-3527,SIM Swap
+918562238135,+918437128353,2023-11-15 03:07:54,564,594390257587646,458514504031182,TWR-1107,None
+919034368522,+918465958548,2023-04-22 08:46:51,2068,195963189858360,452412628441526,TWR-7799,Vishing
+919703425939,+919856132881,2023-04-06 07:46:18,620,948375240073243,459350132926742,TWR-4738,None
+918841780103,+918775579927,2023-12-23 12:34:01,1676,616512329210589,450915472347644,TWR-1487,Vishing
+917625279820,+917042729398,2023-10-06 16:45:23,3302,195451652035239,444304040661279,TWR-7580,None
+918864326250,+917264004471,2023-06-02 17:30:26,3109,843291494529421,490279879782955,TWR-3473,SIM Swap
+917248291317,+919712733822,2023-10-05 01:05:08,3272,572095485368457,498628258335257,TWR-5986,SIM Swap
+918347310764,+918478144620,2023-01-04 01:39:14,3387,787248573815804,420671335933564,TWR-7618,Vishing
+919765440737,+917881041979,2023-12-11 16:50:34,2229,987596328028450,491764631373956,TWR-8244,SIM Swap
+918482840083,+919786390122,2023-06-07 02:15:59,3176,194890007538099,475634532868255,TWR-6480,Vishing
+917541190125,+919235400336,2023-07-30 00:31:48,1162,204506062229031,477655206324488,TWR-6115,SIM Swap
+918463333495,+919730248478,2023-03-04 03:33:46,95,707913092441203,436406687584496,TWR-4954,Vishing
+918815679727,+919170137829,2023-02-12 21:23:35,2998,392458810018560,471423704064735,TWR-6807,None
+917205011109,+919795862282,2023-02-18 10:45:08,1838,744504072170989,400733309224321,TWR-8424,Vishing
+918014030282,+919497926443,2023-08-08 15:44:53,2927,849311280536195,432910597285082,TWR-6739,Vishing
+918222070629,+919864409772,2023-11-01 18:45:57,3338,744879524869061,419699608100656,TWR-7187,SIM Swap
+918063577070,+917451946207,2023-05-08 07:45:18,2115,316799565456217,463936434800504,TWR-2605,None
+918828333775,+918769753981,2023-02-01 19:48:10,377,578378019515565,418304671766631,TWR-8802,None
+918916260187,+917335319679,2023-05-24 10:04:17,2772,553460612394991,478669147462764,TWR-9502,Vishing
+918132555847,+919509565608,2023-07-13 17:24:26,2606,875763178099831,458677728404137,TWR-3668,None
+919172333857,+917545993322,2023-07-08 06:19:54,2912,245674371639959,499153477693088,TWR-9408,SIM Swap
+917507055905,+919982728970,2023-03-24 13:58:19,1865,136711118525593,422075043111383,TWR-7051,None
+919583853222,+918755008946,2023-02-12 20:24:27,495,743748465553290,405666305645477,TWR-9565,None
+917505698967,+918595440130,2023-04-29 10:06:11,1533,430992957158381,403936277077449,TWR-3340,None
+919532416852,+918811432415,2023-01-19 21:27:38,1249,419175723139293,425766434724030,TWR-9008,None
+917525394346,+919351654798,2023-05-16 09:38:37,276,150310690391575,467720542827648,TWR-6074,SIM Swap
+918942933372,+918450939779,2023-10-31 10:42:13,1545,249531887913639,419498129112169,TWR-9270,SIM Swap
+918979705754,+918932432000,2023-09-17 02:56:53,1839,466161973038645,493521301271654,TWR-7711,Vishing
+917999964079,+918698217745,2023-05-12 15:41:21,2215,928565518991542,490904174136800,TWR-2450,None
+917106532739,+919456698926,2023-09-02 17:02:36,3261,896462049346115,478960005262051,TWR-3028,SIM Swap
+919402402094,+917365725210,2023-03-16 17:32:49,2534,749482986694553,407442137289027,TWR-9548,None
+919043698731,+919158817205,2023-12-15 07:22:51,76,841127188308160,474852415937662,TWR-3944,None
+918180955041,+917883925729,2023-04-06 06:14:15,3398,752521013864834,411911852262856,TWR-9741,SIM Swap
+918376241356,+918725708681,2023-08-17 16:52:51,184,126194721421004,461505391781012,TWR-3957,Vishing
+917103323768,+919267320778,2023-05-04 06:13:07,1564,202483319220074,476248981040576,TWR-3755,Vishing
+917618622412,+917784557073,2023-04-10 05:56:26,3146,273641617761739,495504642032801,TWR-3772,None
+919639151858,+918397112924,2023-03-12 11:18:34,111,165866387087020,454878077145770,TWR-2617,Vishing
+917611863421,+918773060475,2023-12-13 19:27:57,1327,522789098502993,417024818723584,TWR-1849,None
+918029172775,+919564115326,2023-08-16 14:11:12,968,672658696840847,470990450958642,TWR-7308,None
+918156581143,+917260412355,2023-05-04 15:06:38,1903,558326925727738,468139937291932,TWR-1473,Vishing
+919721039153,+918003907590,2023-12-21 20:37:42,76,723832270874370,482497574946542,TWR-2663,None
+919382450355,+919798389847,2023-11-01 22:43:36,514,739788226648942,462764104056869,TWR-2374,SIM Swap
+919149340695,+917873840758,2023-11-01 00:59:06,583,708482505059927,423673796636984,TWR-5016,SIM Swap
+918820002935,+919384360741,2023-06-25 10:32:26,171,798880640529823,491909247484045,TWR-3742,None
+917258449780,+919070974229,2023-04-17 03:22:04,2448,528013591483892,449460840124595,TWR-4485,SIM Swap
+919191843886,+918208222796,2023-01-18 15:56:54,661,701332955944939,409842188492108,TWR-5925,None
+918697821614,+919999731058,2023-02-17 18:13:42,3401,916357918645937,429675784312601,TWR-9270,Vishing
+919929601471,+918471607210,2023-09-04 16:12:44,1070,947461384566198,463714584649542,TWR-5473,None
+919844458160,+918381425782,2023-05-13 16:13:14,862,469812143979078,418819223175694,TWR-1033,SIM Swap
+919046676275,+917018379215,2023-12-17 02:04:34,39,295385246514361,478221718916457,TWR-9011,Vishing
+919311256997,+917348531386,2023-11-02 18:12:59,3591,833261079461168,475806505733636,TWR-1507,SIM Swap
+918912019677,+919887274233,2023-02-17 22:19:00,1445,503033723732607,424938241203626,TWR-1138,None
+918987249301,+918591202214,2023-12-30 14:27:44,790,110541759190898,495778978164196,TWR-6862,None
+917386403261,+919634716383,2023-08-31 19:37:37,1241,908183173234840,432969118786151,TWR-9090,Vishing
+917158037796,+918205839367,2023-07-11 09:34:54,2883,782327310850802,401001625398895,TWR-4212,SIM Swap
+918701177209,+917476511705,2023-12-04 20:12:25,1136,663317469916935,423993809077930,TWR-4174,SIM Swap
+919429693268,+919886971977,2023-09-23 00:16:34,2469,297626757449670,482772890450254,TWR-3101,SIM Swap
+917279384728,+917547311602,2023-04-11 19:52:31,2334,356666624895820,473619523332901,TWR-5494,None
+919911896416,+917099288909,2023-09-27 03:05:45,2776,791818441136872,495796036857707,TWR-8437,None
+918834442705,+919752929233,2023-09-19 09:44:40,2662,463667502827523,457264777940054,TWR-5489,None
+919921322839,+919226061246,2023-07-01 04:54:12,2029,682377643010858,406119293402956,TWR-4678,None
+918193713279,+918804152832,2023-07-26 18:25:24,1838,105808154033112,427386394500412,TWR-6483,None
+919455946550,+917108971634,2023-10-14 09:28:40,924,876366784280920,427707907700306,TWR-3694,Vishing
+918334901018,+917269913445,2023-09-01 02:41:36,2561,131379446500009,460793028547672,TWR-1393,SIM Swap
+919689925587,+918435818438,2023-11-23 10:05:54,1025,221415492007124,433545728577471,TWR-6583,None
+918432751502,+919231987320,2023-11-05 09:39:07,969,182093762434433,484438093890678,TWR-8184,None
+919685852468,+918917514747,2023-08-13 20:03:37,511,524905552770575,497585297775148,TWR-2065,None
+917266297557,+918898025111,2023-01-22 06:40:08,1234,805021504740867,409257509257240,TWR-2668,SIM Swap
+917239616052,+919401995051,2023-01-21 06:34:06,1207,529483200149434,413487922525076,TWR-7735,None
+919575158682,+919833493147,2023-08-31 08:10:39,43,532256045990514,487147550220512,TWR-2659,Vishing
+919795686213,+919902436255,2023-11-01 01:25:42,106,682330796105711,482726774669341,TWR-4153,None
+917441048728,+917052779040,2023-08-20 03:26:02,2921,767528402212903,417732086925252,TWR-9337,Vishing
+918526393650,+918808211327,2023-07-06 22:58:00,2968,600602579719543,434218802982195,TWR-3255,None
+917259807661,+917548384670,2023-05-02 00:56:44,2394,677726512873002,491723148663780,TWR-6861,Vishing
+919506826031,+919324194503,2023-10-29 04:08:36,596,628633797843374,484908534221150,TWR-6618,Vishing
+918584112736,+917034711242,2023-07-21 01:07:58,2402,863699549536731,408066569635812,TWR-4889,SIM Swap
+919402819073,+917234536518,2023-06-13 21:53:41,1408,821198884033186,428324916328557,TWR-2120,Vishing
+917813275990,+919868437461,2023-07-04 18:04:44,2845,775273945624272,446603369056408,TWR-6499,SIM Swap
+918286907894,+918798282567,2023-05-08 14:57:05,664,611496695533524,405939555555609,TWR-9125,None
+917015878806,+919743483601,2023-03-28 14:44:40,2839,625271194352837,429998731311328,TWR-4916,Vishing
+918423846528,+918614528899,2023-03-21 17:41:13,1639,107576278836695,401393127691710,TWR-2208,Vishing
+917128924554,+919382382306,2023-02-14 17:38:31,583,595855222338531,488850823408798,TWR-6896,None
+917127498560,+917855226225,2023-03-18 19:51:45,1163,346510395907930,436876096923879,TWR-3855,Vishing
+919381580667,+918056408479,2023-03-11 08:07:36,802,298242897789030,436845849613239,TWR-2657,None
+919909635823,+917589456484,2023-05-28 03:48:57,2682,480985550599956,429592050281610,TWR-5998,Vishing
+918031436110,+918587594499,2023-11-11 08:58:22,1525,292932769517636,474160947591710,TWR-8106,SIM Swap
+917280794323,+917508924953,2023-02-26 02:12:21,535,313519123247484,474948002580088,TWR-7196,SIM Swap
+918607414297,+918365591754,2023-08-21 20:12:11,1759,816237237352025,482659291431665,TWR-4098,SIM Swap
+918263505268,+917638090067,2023-05-08 06:12:16,1012,808704192323924,439418332002582,TWR-3071,SIM Swap
+919508614018,+919100198814,2023-03-23 06:14:07,2979,983453647594115,486537850800057,TWR-2062,None
+919184479656,+918666944841,2023-10-19 18:41:54,2642,673261101037409,470168488175377,TWR-9501,Vishing
+917768792768,+918382219816,2023-10-04 16:51:32,1531,881948297777874,469638409693167,TWR-8762,Vishing
+919496177821,+918722050260,2023-09-05 19:34:30,3238,831538517910175,429158690187644,TWR-4596,None
+918941669093,+918006674160,2023-06-03 18:03:18,895,578533685474302,453072432885153,TWR-3575,Vishing
+918093194763,+919364602747,2023-02-02 22:00:37,550,194608472824137,462557465887834,TWR-9500,Vishing
+917988605176,+919508098662,2023-01-16 23:28:47,1905,799325955152809,459967778102003,TWR-8391,Vishing
+918857597666,+918756438810,2023-05-23 17:27:34,3295,456935394065259,453812817861278,TWR-1404,None
+918897037643,+918004122133,2023-04-14 03:48:11,2643,504302777380046,411600283508501,TWR-5825,SIM Swap
+919202420523,+919347851999,2023-09-07 23:17:37,320,411229590470145,432053025704887,TWR-2612,None
+917306440248,+918547205674,2023-01-15 20:48:30,2236,475776138971931,495009816144333,TWR-6394,Vishing
+918300153521,+919935779057,2023-11-25 08:08:55,1124,894479574249801,401199417443799,TWR-5906,Vishing
+918488774628,+918734355645,2023-06-07 13:56:35,3366,953214924102103,401673556806760,TWR-8733,SIM Swap
+919201801970,+917641157612,2023-12-03 02:43:44,1628,355495696979339,466770462989971,TWR-4829,SIM Swap
+919521161409,+919373464440,2023-10-22 05:32:32,1919,483546856202887,412085144252220,TWR-6129,None
+918841651780,+919997634920,2023-06-12 05:07:59,858,606623341453967,478597269916611,TWR-1493,Vishing
+917596786676,+919480379879,2023-12-06 07:56:32,525,110899500878575,447825984104573,TWR-4694,Vishing
+918828450675,+919945328818,2023-10-20 06:59:04,1652,976674820969983,475663109641173,TWR-5909,Vishing
+919520952914,+917099814341,2023-08-09 10:12:18,3216,273040534967699,446480111412924,TWR-7404,Vishing
+917877052144,+918677769486,2023-01-25 17:48:47,2189,312048490091523,415287827760983,TWR-6387,SIM Swap
+918939329441,+919744498279,2023-12-14 11:36:59,1247,293003345849576,494979354805415,TWR-3910,None
+919959337888,+919591428265,2023-07-09 18:12:22,109,324052065799630,454309702520743,TWR-5650,None
+918000896729,+918250288707,2023-09-14 03:38:13,2147,611904567667712,451879156727928,TWR-9495,None
+917737985828,+918403475329,2023-11-30 21:03:11,1682,276804008524202,415586391628583,TWR-3115,SIM Swap
+918797071033,+919054072997,2023-10-16 14:35:33,281,246287472925291,428947523158039,TWR-6075,Vishing
+919855262673,+919039164674,2023-03-03 15:56:54,2472,761456361142411,470717508290352,TWR-8519,Vishing
+917866306655,+917031968743,2023-02-25 09:59:08,1825,780998844261353,434741163958884,TWR-9615,Vishing
+919444820231,+919108651239,2023-06-28 17:25:02,1895,144004414418865,412823644018051,TWR-5717,SIM Swap
+918959822021,+918489416646,2023-09-29 23:25:23,3451,992102123622146,455041283430798,TWR-3869,Vishing
+918070025912,+917771282088,2023-12-16 12:16:41,2530,586476915007543,454135734155712,TWR-4005,SIM Swap
+919442183999,+917410316157,2023-06-02 20:09:50,2861,149164257366312,422230194695876,TWR-5485,SIM Swap
+919309565171,+918253656226,2023-09-16 21:41:34,273,918009584370387,457881098793914,TWR-2986,Vishing
+917328709442,+917451936033,2023-07-15 21:18:02,3139,467059843023474,463464198114885,TWR-3700,Vishing
+917890656381,+919173530799,2023-01-18 08:01:47,1893,182407652260775,497739019699039,TWR-8567,Vishing
+918475998631,+918715160103,2023-11-29 08:23:01,796,142530469868270,435266022584092,TWR-2878,SIM Swap
+917586179587,+918404928296,2023-09-18 07:36:27,3066,645789258025927,409601233419793,TWR-2352,SIM Swap
+919821890600,+918040643111,2023-10-05 03:03:43,1792,630059696262432,439285294595012,TWR-3643,None
+917077593439,+919606996024,2023-02-09 00:52:07,725,239780973990009,423705603192462,TWR-2271,SIM Swap
+917048149222,+919909338437,2023-04-17 02:53:44,628,503170472687174,430490737081784,TWR-1564,SIM Swap
+919286205964,+917928428037,2023-06-21 16:16:49,2853,821715665246679,454971727915324,TWR-6051,Vishing
+917225121807,+919569272442,2023-01-02 19:29:16,199,524908727034953,428393028557133,TWR-5091,Vishing
+918024522901,+917858932011,2023-02-05 11:46:59,65,131462446556758,402052948371100,TWR-6523,None
+919920403906,+919873116056,2023-01-25 12:48:03,903,997253442780361,423629467420699,TWR-3736,None
+918785332041,+919201171190,2023-02-11 19:41:09,3340,463304098695952,488212452329295,TWR-4105,SIM Swap
+917889570659,+919326595173,2023-06-03 10:15:45,1752,361667106390582,414900159727896,TWR-6842,Vishing
+917745698933,+917064401215,2023-06-06 04:12:42,2678,113487555550871,429941888564394,TWR-8516,None
+917283537782,+919825923991,2023-11-13 13:08:30,1140,802461872622482,406182042695823,TWR-2103,None
+918765647468,+918295079715,2023-10-26 02:02:20,2452,214632636217656,475461340721245,TWR-3809,Vishing
+917406924807,+919576409769,2023-05-06 23:12:03,2584,537488359422299,418707562082001,TWR-6440,None
+919728822298,+919953327322,2023-05-04 11:40:01,3487,642830893679453,447159030878292,TWR-1289,SIM Swap
+919512714416,+918928060494,2023-05-29 11:57:35,2093,935210681636252,470850778774625,TWR-1217,None
+917091110776,+919647197407,2023-10-22 17:50:35,508,366156154860578,460308805116568,TWR-4990,SIM Swap
+917340975920,+917257367403,2023-02-23 10:06:36,1534,433957324114430,421342560127843,TWR-7156,None
+919757536074,+917162808124,2023-04-03 10:55:01,2970,599594658379340,418894972847288,TWR-5556,Vishing
+919764249847,+917170112802,2023-07-22 06:53:12,3243,567129136700718,432229536351277,TWR-6427,Vishing
+918040451458,+917883979150,2023-07-29 10:44:59,221,883941857847484,431309106859046,TWR-7250,SIM Swap
+918381420377,+917788321804,2023-06-21 19:06:08,2579,172748182012691,469195659187761,TWR-2146,None
+917223797248,+919724585317,2023-02-24 23:10:26,836,203311682618375,483404715852993,TWR-9992,None
+918014944264,+919179371871,2023-01-31 08:32:45,1745,625878909526739,423103966808452,TWR-4236,None
+918821138190,+917757784718,2023-08-24 06:56:34,1019,421277740450306,463086955356563,TWR-4299,Vishing
+919066612454,+917343665952,2023-05-20 15:32:47,1631,288885694027769,462120133701062,TWR-7925,SIM Swap
+919617328226,+918861569774,2023-10-23 06:44:15,638,642685411059721,460148360196656,TWR-2363,Vishing
+919556293060,+919307246477,2023-03-01 08:11:13,2264,297820724649576,453542167371487,TWR-8596,Vishing
+918948210501,+918216445336,2023-05-26 16:37:20,2302,641383230519893,446897056883477,TWR-3238,SIM Swap
+919015449824,+917840592753,2023-03-02 02:08:11,776,114448287939077,470466934238769,TWR-7131,Vishing
+918737551584,+918785934003,2023-06-03 06:24:06,3040,532388845235342,443321142753482,TWR-2167,Vishing
+917166760228,+917534626826,2023-05-30 10:50:18,2316,318678957216960,461404129312591,TWR-5182,SIM Swap
+918497134066,+919188751242,2023-10-03 09:33:22,2001,875171309701185,498017029985397,TWR-1945,SIM Swap
+918654993299,+918821239360,2023-10-13 16:53:14,1010,637868385310317,450864495070571,TWR-1462,SIM Swap
+919859055095,+919771686437,2023-02-27 10:22:53,1070,612813105534052,495854840733083,TWR-3414,Vishing
+918062638465,+919586211674,2023-08-13 14:32:10,2714,281753745348114,416428302895872,TWR-2512,SIM Swap
+918650760936,+918707966417,2023-10-02 05:02:50,2400,683819544605981,426576870862179,TWR-7929,None
+918833399032,+918086073686,2023-09-26 16:23:10,1237,841390954783132,453875582930278,TWR-6045,SIM Swap
+918767847167,+917381708520,2023-02-12 10:30:29,2605,974474980683272,448472131317577,TWR-3338,Vishing
+917899905381,+918709269083,2023-09-29 11:14:09,1261,101775933428587,409827301229591,TWR-7845,SIM Swap
+918790324159,+919811147132,2023-04-22 23:31:33,3002,292115738064497,452725776163496,TWR-4053,SIM Swap
+917576951818,+917850491691,2023-07-08 22:14:26,745,607399319884520,426122904089973,TWR-4292,None
+917784816771,+917824139082,2023-04-11 17:20:06,3570,596216507326065,415370074854828,TWR-3721,None
+918258964802,+917368109034,2023-05-27 16:41:06,510,172354207753037,404176177743034,TWR-4846,Vishing
+919083893876,+919889673699,2023-10-23 08:41:12,412,168740992402934,401017714893608,TWR-1685,None
+917906531700,+919243409780,2023-11-04 11:59:07,29,778898504016470,466599849928708,TWR-6521,SIM Swap
+918844489276,+918445472104,2023-05-24 23:58:04,2792,486271706940347,444367009784558,TWR-4925,Vishing
+919856489475,+918711421421,2023-05-27 23:16:34,2501,103470763833666,456550538630308,TWR-3275,None
+919585180243,+917527828031,2023-12-04 11:42:58,2173,946047136121224,434981714279282,TWR-7036,Vishing
+919655800295,+919947141676,2023-09-13 21:10:13,3562,679741021547378,492919096846871,TWR-4079,None
+919740503763,+918383767931,2023-01-07 11:00:20,2595,928451120225239,495409801633408,TWR-8279,None
+919606027303,+919081066896,2023-06-05 09:48:35,3027,993918469347848,449023106194746,TWR-8010,Vishing
+919827544495,+917431454047,2023-10-13 03:57:52,1576,783614026766979,404468933385624,TWR-3094,Vishing
+917374048240,+918294281103,2023-11-20 06:06:09,2756,717835324625858,423650094835592,TWR-8311,None
+919070898143,+919846026189,2023-07-29 23:23:24,986,338285830788154,492852658355486,TWR-2465,None
+918867852958,+917125506598,2023-03-04 05:30:03,1337,531772644145456,439456860852410,TWR-4610,SIM Swap
+918106506169,+919860159101,2023-07-04 23:27:33,2746,849257573489549,489165816910972,TWR-9060,None
+919971192022,+918429369906,2023-12-05 15:04:31,916,748488229085584,409103615598719,TWR-6623,Vishing
+918639176435,+919808563494,2023-09-07 08:49:34,3215,591979295952567,432842792200724,TWR-4662,Vishing
+917496884614,+918249734561,2023-02-04 01:14:24,456,483072810948456,483347021150986,TWR-4082,SIM Swap
+917498672432,+919460324808,2023-05-23 19:33:27,521,452826638457568,453510800267072,TWR-1027,Vishing
+917265793778,+919534287482,2023-07-28 00:10:55,777,537016560714661,459631239391927,TWR-6237,Vishing
+919917580604,+917542485996,2023-07-21 20:26:02,2718,765155579124998,414998979888369,TWR-7476,None
+919311950567,+918978273827,2023-05-03 16:38:45,592,662761915046839,464148257061596,TWR-3415,SIM Swap
+918217162916,+917626509868,2023-10-18 03:06:11,2725,891471538537015,484284585722464,TWR-6245,Vishing
+919157697043,+919957514493,2023-02-17 22:46:04,1120,746236698748068,488817682922744,TWR-4534,Vishing
+918251961948,+918617951253,2023-01-23 20:10:22,3318,271924676736531,431678864529612,TWR-1861,None
+919093816518,+918682801964,2023-04-27 03:49:50,3338,279236924587515,403036503495078,TWR-9977,Vishing
+918449165537,+918814355114,2023-09-21 06:28:25,1939,492160537296120,455081914961552,TWR-7407,None
+919267074575,+918215646998,2023-04-20 15:49:26,2852,319657181980805,455420316705466,TWR-2594,None
+918389072233,+919492728925,2023-12-03 06:21:27,3297,898928060569053,464391455689564,TWR-3681,SIM Swap
+917590819808,+918897876196,2023-09-28 06:46:32,1976,336172283682004,427538249613107,TWR-1149,Vishing
+919472535778,+917437862628,2023-09-21 10:22:48,3217,523961150716085,495624986306194,TWR-3756,None
+917412521863,+918527221009,2023-07-04 00:50:31,735,159081334172003,491493607116622,TWR-6545,SIM Swap
+918863248879,+917638096086,2023-09-01 11:48:27,2959,375846009726623,416716158714129,TWR-4946,Vishing
+919098632248,+918300041971,2023-09-25 04:28:35,2441,294205341040017,494398207127253,TWR-2468,Vishing
+919793064202,+918641110962,2023-04-17 21:11:57,2590,601161064386971,401633665213001,TWR-2966,None
+917354923180,+917524207474,2023-07-09 23:50:46,2627,353254935961778,482588025033983,TWR-8856,Vishing
+919979529855,+917406103053,2023-11-05 11:49:12,2428,532297826080941,498902980446501,TWR-8105,Vishing
+919454243528,+917537886416,2023-02-08 14:51:34,1332,903631603477692,475650674449078,TWR-4029,Vishing
+917084810081,+918691343289,2023-08-04 22:51:22,3348,982115572046929,474602775320580,TWR-9004,None
+919228663296,+919511359882,2023-07-29 07:40:27,2923,989538488479640,417466136058566,TWR-4399,SIM Swap
+917503911634,+917775946689,2023-12-01 18:27:15,2453,302592298314545,478069643405812,TWR-8327,Vishing
+917528475568,+917168118608,2023-02-20 00:39:07,2355,834805365586842,412357313303408,TWR-5206,None
+917363398580,+917535655939,2023-07-16 13:38:39,1222,293207147140094,492629324430954,TWR-1001,None
+918291067101,+917198282570,2023-07-21 17:33:37,3206,842145839074803,462618622160714,TWR-3291,SIM Swap
+919106435883,+919985438181,2023-05-02 12:46:31,2140,496451237468501,475748646721728,TWR-9365,None
+919954638206,+917425240961,2023-09-15 08:02:16,3357,366949589453340,426465746249065,TWR-3321,Vishing
+917924332531,+917576418989,2023-08-22 20:23:32,2261,766287794447672,439038499926471,TWR-3105,SIM Swap
+919672812885,+918812540682,2023-01-29 21:04:56,2252,393493390281404,491445788441686,TWR-3675,Vishing
+918958796094,+917357573520,2023-04-09 17:07:25,2771,261279004885603,428675503359639,TWR-2156,SIM Swap
+918157062824,+919719229020,2023-09-28 14:40:26,2644,904392367294418,479325349328662,TWR-9379,SIM Swap
+917704559636,+918802539655,2023-11-16 01:34:01,628,588220905977708,403648054777399,TWR-5055,None
+918160179042,+917535244065,2023-07-26 09:39:39,450,717408781435792,409283171438888,TWR-6396,SIM Swap
+917382141089,+918558297794,2023-12-20 02:46:52,1366,407656144169070,431773300890602,TWR-5483,None
+917420678544,+918619872596,2023-03-28 07:17:32,1550,218223062698656,424730952133837,TWR-9625,SIM Swap
+918316620318,+919528992927,2023-11-15 23:28:26,3304,207569558824223,449102337994276,TWR-5620,SIM Swap
+918164167934,+919609050672,2023-02-08 11:21:48,196,458029207149134,425427879554109,TWR-6655,SIM Swap
+919911179862,+919283557393,2023-08-03 05:57:10,2435,636898411177770,417955507249910,TWR-5244,None
+919949175145,+919205746669,2023-10-04 23:43:01,636,242277910858612,453309746841538,TWR-5380,None
+919745315125,+918589785135,2023-10-02 18:24:01,3184,863603305482118,458865141151104,TWR-8500,None
+918885318861,+918520424503,2023-11-07 02:16:10,1919,422932158109851,473265389372213,TWR-4748,Vishing
+919730032588,+917373414240,2023-04-29 16:58:18,1665,452113318469705,412686668727342,TWR-2302,None
+918030949947,+917402153307,2023-03-06 02:57:57,2356,195232556434831,440229856613632,TWR-9074,None
+918820995777,+919907834855,2023-07-17 13:15:47,2993,640041183819888,472479711177075,TWR-9722,SIM Swap
+917535546287,+918741486648,2023-01-06 09:33:35,2524,939828590982684,498880562359009,TWR-9754,SIM Swap
+918482024096,+918048943719,2023-10-14 23:49:19,2708,870201573543762,405959736106182,TWR-8350,None
+919897050631,+919248485871,2023-12-18 00:00:49,921,184577246814087,472293462126162,TWR-6788,None
+918815578306,+919128190059,2023-05-28 05:25:09,698,480504523988737,495571243097416,TWR-5092,SIM Swap
+917506228043,+918245818584,2023-04-27 04:32:27,1978,398080581043331,400314447723880,TWR-7449,None
+918309191041,+919761550738,2023-07-20 05:04:43,3382,139891198478436,465171556356388,TWR-8999,None
+918527909147,+917025302093,2023-08-28 01:09:27,1885,435910803339420,415081150134037,TWR-1084,Vishing
+917799541256,+918726869296,2023-05-18 16:28:50,36,585039681914316,427803436629021,TWR-2388,SIM Swap
+919208981551,+917660182289,2023-06-09 12:10:44,507,648780483118286,421900067922473,TWR-5098,None
+919021635448,+918698053239,2023-05-26 08:49:01,1225,582270558263061,425640491731255,TWR-9788,Vishing
+917466841409,+918883652701,2023-09-12 20:58:10,3438,282207284620883,449783566683934,TWR-8110,None
+918542910061,+917852399067,2023-02-12 23:28:42,776,145321718542591,455525911355334,TWR-7898,SIM Swap
+918422551191,+917135749072,2023-03-04 06:13:14,2728,233746423198118,468828659509034,TWR-9119,SIM Swap
+917547324831,+918395382026,2023-10-19 16:39:55,3130,665043319948927,454725724412214,TWR-3153,None
+917463339291,+917090848040,2023-02-18 23:33:25,637,662951431407813,433284641214092,TWR-1852,SIM Swap
+918469484388,+918845397317,2023-08-20 21:15:09,3020,589007830937194,440739827215860,TWR-5623,Vishing
+917354828271,+918842334552,2023-04-07 05:10:19,2529,921060963005874,426300280511801,TWR-5087,Vishing
+917494007097,+918131855865,2023-09-30 05:22:52,1013,323391682223106,499426233289285,TWR-2688,SIM Swap
+919157507853,+919624656441,2023-03-12 08:47:48,772,808088027456095,420932100692214,TWR-4758,None
+917568206176,+918723498065,2023-01-15 21:36:03,1121,316376116168342,420576883794798,TWR-7984,None
+919647707140,+917857462274,2023-02-05 07:34:46,3540,528238523033888,473883776753891,TWR-6020,SIM Swap
+919720045617,+917993974205,2023-03-28 03:05:42,1376,639527031770792,471756282109336,TWR-7997,SIM Swap
+917221858647,+918306915575,2023-02-12 17:47:11,1102,415879226299292,449404763987384,TWR-7849,None
+918373706137,+917204253178,2023-03-12 14:02:52,167,158690730401648,429834224269608,TWR-5674,Vishing
+918203275258,+919604991420,2023-02-09 03:10:01,1764,384022686198950,469144456569562,TWR-6956,Vishing
+918307202048,+917479011764,2023-02-07 15:03:15,2740,868945233548103,418338917537939,TWR-6426,Vishing
+918552136590,+919529353797,2023-07-25 09:21:06,2476,368248073415686,438837887085793,TWR-4441,SIM Swap
+918649479425,+917374655039,2023-12-11 13:14:44,435,808820488125898,484699944465865,TWR-2971,None
+919519262249,+919810433992,2023-11-14 10:48:19,780,893375777469044,410535978421540,TWR-9955,SIM Swap
+918472735564,+918294831357,2023-10-09 16:45:29,1942,956798686435704,475089780815580,TWR-3517,None
+917549034032,+917823374138,2023-06-12 10:01:24,2254,384321301372770,463116116424398,TWR-2923,Vishing
+917290805791,+919073698756,2023-06-12 17:24:06,2145,990456258745917,423493565061110,TWR-5491,SIM Swap
+917553768344,+918244064601,2023-01-18 15:34:48,2319,994401430693845,497645963251273,TWR-4116,SIM Swap
+918707222976,+919126120036,2023-09-23 21:48:47,2180,678136400532536,410556907372014,TWR-3711,Vishing
+919187333938,+918649913500,2023-08-07 10:52:00,3192,551316839561366,438210637048318,TWR-4390,None
+917015464229,+917687207874,2023-08-11 02:28:31,892,884439665013641,464095999398865,TWR-9254,SIM Swap
+919255172250,+918111686236,2023-04-28 19:59:15,3491,433672660596269,437790164201003,TWR-2951,None
